sample,field,date,sampling.period,tillage,irrigation,fertilizer,crop_rotation,residue,cover_crop,clay,gwc,protozoa,BactSum,FungSum,FBRatio,GPosSum,GNegSum,ActSum,SapSum,AMF,total.fame,P,K,Mg,Ca,pH,CEC,S,B,Zn,Mn,Fe,Cu,OM,no3.ppm,nh4.ppm,total.N,original.field,year
GM 214,GM-4-19,9/11/19,19-Sep,yes,no,no,no,none-low,yes,12,2.755102041,0.253371779,9.991848638,9.917348068,0.992543865,4.937853986,1.565705069,3.488289583,8.87238726,1.044960808,37.91866,13,420,274,2752,7.8,11,15,0.8,1.6,99,65,1.7,0.25,6.62,0.59,7.21,4,2019
GM 215,GM-4-19,9/11/19,19-Sep,yes,no,no,no,none-low,yes,12,1.425661914,0.250909009,7.054451267,7.865220808,1.114930207,3.583172412,1.003595485,2.46768337,6.906828355,0.958392453,30.0251,21,594,395,3560,7.8,13.7,15,1,2.5,132,74,2.2,0.37,9.08,1.59,10.67,4,2019
GM 216,GM-4-19,9/11/19,19-Sep,yes,no,no,no,none-low,yes,12,1.614434948,0.197516824,5.502875489,5.43429904,0.98753807,2.687925895,0.78626388,2.028685713,4.743116312,0.691182728,20.12671,14,413,277,2328,7.9,9.1,12,0.7,1,81,69,1.4,0.26,3.8,5.44,9.24,4,2019
BE 187,BE-3-19,9/11/19,19-Sep,no,no,no,yes,none-low,no,30.2,3.935418769,0.641444984,50.62852286,39.70729117,0.784286977,29.59407038,5.143258719,15.89119376,36.26721892,3.440072242,174.2507,108,1212,1147,4123,6.9,19.4,23,2,4.5,365,102,4.8,1.42,9.42,1.88,11.3,3,2019
BE 188,BE-3-19,9/11/19,19-Sep,no,no,no,yes,none-low,no,30.2,4.225352113,0.787464121,58.13998859,50.14926213,0.862560577,34.64191249,5.55173035,17.94634575,45.67333179,4.47593034,207.0139,93,1158,1264,4545,6.6,21.7,16,2.2,3.7,441,98,4.9,1.23,12.88,2.92,15.8,3,2019
BE 189,BE-3-19,9/11/19,19-Sep,no,no,no,yes,none-low,no,30.2,3.862212944,0.980388715,73.33787486,60.87983795,0.830128199,44.24128127,7.564701771,21.53189181,54.71923123,6.160606726,258.1018,104,1455,1304,4646,6.6,23.7,24,2.5,4.4,447,98,4.9,1.41,21.49,5.6,27.09,3,2019
BE 190,BE-4-19,9/11/19,19-Sep,no,yes,no,yes,none-low,no,28.1,17.7727784,1.407211769,69.88059155,80.39156918,1.150413404,37.50532079,7.901936697,24.47333406,69.91129784,10.48027134,275.08,88,1337,1499,5175,7.5,22.5,24,4.3,6.5,407,88,5.9,1.53,3.15,2.37,5.52,4,2019
BE 191,BE-4-19,9/11/19,19-Sep,no,yes,no,yes,none-low,no,28.1,14.86946652,1.241466204,69.4175085,84.68282027,1.219905786,38.85139098,7.35211863,23.21399889,76.300222,8.382598271,278.7291,87,1419,1310,4550,8,20.7,20,3.3,4.1,355,68,5.2,1.44,4.29,0.82,5.11,4,2019
BE 192,BE-4-19,9/11/19,19-Sep,no,yes,no,yes,none-low,no,28.1,18.14006889,1.477743713,60.72133169,70.07613251,1.154061193,32.85226193,6.709155699,21.15991406,60.89716447,9.178968036,244.2244,108,1055,1192,4029,7.5,18.8,18,3.1,4.6,308,65,4.2,1.58,3.54,1.46,5,4,2019
BS 193,BS-3-19,9/11/19,19-Sep,no,yes,no,yes,medium-high,yes,34.1,6.808943089,2.242709317,86.6529406,94.02538585,1.085080151,50.63979033,9.971145729,26.04200454,77.55984564,16.46554021,323.5817,62,1834,1572,6464,8.1,28.3,22,4.2,5.2,295,73,6,1.56,8.97,3.94,12.91,3,2019
BS 194,BS-3-19,9/11/19,19-Sep,no,yes,no,yes,medium-high,yes,34.1,8.958333333,1.660745971,65.78185669,61.07726906,0.928481988,33.1507486,8.663605779,23.96750232,50.23395322,10.84331584,215.6074,29,1359,1655,6215,8.2,26.6,31,4.2,3.3,281,81,5.6,1.41,21.64,1.72,23.36,3,2019
BS 195,BS-3-19,9/11/19,19-Sep,no,yes,no,yes,medium-high,yes,34.1,12.12789416,2.767586906,102.0387024,136.8886016,1.341536088,53.64642067,14.06836405,34.32391767,109.8992232,26.98937846,405.5199,29,1607,1319,4875,8,22.1,20,3.2,4.5,233,66,4.8,1.44,7.61,1.57,9.18,3,2019
BS 196,BS-4-19,9/11/19,19-Sep,no,yes,no,yes,medium-high,no,34.1,6.540084388,3.237680826,89.34056499,102.3264192,1.145352273,52.58001844,10.22470275,26.5358438,82.62431099,19.70210818,354.3824,33,1537,1548,5670,8,25,17,4,3.7,275,71,5,1.61,5.12,3.32,8.44,4,2019
BS 197,BS-4-19,9/11/19,19-Sep,no,yes,no,yes,medium-high,no,34.1,10.19736842,1.727378532,59.22651859,83.24798589,1.405586347,31.21129191,6.921962569,21.09326411,58.09040553,25.15758036,247.8527,20,1309,1896,6245,8.2,28,18,4.6,4.2,301,75,5.9,1.41,1.02,1.91,2.93,4,2019
BS 198,BS-4-19,9/11/19,19-Sep,no,yes,no,yes,medium-high,no,34.1,11.86790506,2.431593831,67.23934787,99.9499412,1.486479931,34.49707694,8.05068898,24.69158195,73.70640726,26.24353394,283.7145,20,1127,1786,5755,8.2,26.1,18,4.1,3.8,294,74,5.6,1.39,1.59,2.43,4.02,4,2019
EE 199,EE-3-19,9/11/19,19-Sep,no,no,no,yes,none-low,no,30.2,3.983228512,0.759036179,56.322548,39.20030527,0.69599666,33.2026987,5.769280475,17.35056882,35.91457083,3.28573444,193.118,75,1256,1216,3776,6.1,19.7,33,1.6,1.8,379,104,3.9,1.14,50.67,4.05,54.72,3,2019
EE 200,EE-3-19,9/11/19,19-Sep,no,no,no,yes,none-low,no,30.2,4.091816367,0.914547993,67.96385409,47.48533343,0.698685118,38.73185807,7.097519342,22.13447669,43.35004827,4.135285159,222.1455,69,1209,1189,3981,6.5,19.7,25,1.7,1.9,350,94,3.7,1.25,30.63,3.1,33.73,3,2019
EE 201,EE-3-19,9/11/19,19-Sep,no,no,no,yes,none-low,no,30.2,4.623115578,0.784496565,54.75514391,36.12711578,0.659794006,32.71658239,5.438783249,16.59977827,32.65794904,3.469166732,188.6788,73,1079,1168,3786,6.2,20.1,27,1.4,4.5,333,103,5.1,1.2,10.41,2.86,13.27,3,2019
EE 202,EE-4-19,9/11/19,19-Sep,no,yes,yes,yes,none-low,no,13.7,8.41025641,1.015179286,65.50637135,69.97201754,1.068171173,36.74031076,7.535992335,21.23006826,55.01937219,14.95264535,249.7116,55,966,1626,7128,8.3,28.2,24,4.5,5.1,275,69,5.6,1.29,8.28,2.19,10.47,4,2019
EE 203,EE-4-19,9/11/19,19-Sep,no,yes,yes,yes,none-low,no,13.7,10.46255507,1.769743654,82.58996188,84.09452817,1.018217302,48.67356596,8.154692799,25.76170311,74.84495075,9.249577413,313.8446,53,1042,1622,5132,7.5,23.7,18,3.1,2.4,252,71,4.7,1.43,3.76,1.69,5.45,4,2019
EE 204,EE-4-19,9/11/19,19-Sep,no,yes,yes,yes,none-low,no,13.7,8.622502629,1.423481172,51.01098046,71.47752447,1.401218401,26.31505013,6.748118332,17.94781199,42.7074258,28.77009867,209.5554,60,1333,1732,5687,7.6,25.9,27,3.6,2.8,288,67,5.2,1.21,11.66,2.37,14.03,4,2019
CK 157,CK-4-19,9/18/19,19-Sep,minimal,yes,yes,yes,medium-high,no,38.6,12.90322581,4.066983106,69.61541498,65.21742636,0.936824501,39.0160126,9.97828924,20.62111314,57.61620382,7.60122254,252.988,136,1758,2054,5610,7.3,27.6,40,3.8,12.4,339,77,4.6,2.56,28.22,2.49,30.71,4,2019
CK 158,CK-4-19,9/18/19,19-Sep,minimal,yes,yes,yes,medium-high,no,38.6,17.11711712,2.208720465,109.3259663,118.1254365,1.080488383,61.37830716,15.40426675,32.54339237,109.2526591,8.87277742,427.2617,197,1721,2114,5985,7.4,29.2,41,4.8,14.6,316,86,5.1,2.98,38.96,2.73,41.69,4,2019
CK 159,CK-4-19,9/18/19,19-Sep,minimal,yes,yes,yes,medium-high,no,38.6,16.83615819,3.052544064,146.6456356,152.7759705,1.041803732,84.1043797,19.22244469,43.31881118,140.8735093,11.9024612,558.8722,223,1672,2375,6563,7.5,30.8,62,5.2,17.6,375,86,5.7,2.67,65.87,2.52,68.39,4,2019
CK 160,CK-5-19,9/18/19,19-Sep,minimal,yes,yes,yes,medium-high,no,42.6,17.59465479,3.290294054,72.5697698,64.69492911,0.891485935,39.90793579,10.27725244,22.38458157,57.56887042,7.126058686,258.1765,94,1469,1900,5085,7.6,25.3,30,3.4,11.1,408,77,5.4,2.49,14.21,2.04,16.25,5,2019
CK 161,CK-5-19,9/18/19,19-Sep,minimal,yes,yes,yes,medium-high,no,42.6,20.0234192,2.155229413,94.77127266,91.72498739,0.967856449,50.98142038,13.92094583,29.86890645,80.07333191,11.65165548,334.0604,183,1726,2185,5866,7.4,30,44,3.8,16.6,461,81,6,2.78,21.91,2.43,24.34,5,2019
CK 162,CK-5-19,9/18/19,19-Sep,minimal,yes,yes,yes,medium-high,no,42.6,21.83770883,3.920804086,102.4108175,112.0376314,1.094001925,59.29221729,13.87988318,29.23871701,102.2463505,9.7912809,376.1127,126,1866,2080,5573,7.5,27.8,26,3.7,15.6,437,80,6.4,2.62,12.91,3.06,15.97,5,2019
CK 163,CK-6-19,9/18/19,19-Sep,minimal,yes,yes,yes,medium-high,no,36.6,18.38407494,1.794320697,78.76079602,60.5544814,0.768840393,43.05235827,9.210332018,26.49810573,53.23063294,7.323848459,267.6919,128,1493,1758,4852,7.5,24.2,30,2.4,14.4,385,116,5.1,2.18,16.12,1.99,18.11,6,2019
CK 164,CK-6-19,9/18/19,19-Sep,minimal,yes,yes,yes,medium-high,no,36.6,25,1.78839104,84.38919063,65.67478224,0.778236902,46.42739382,10.54908045,27.41271636,58.59201371,7.082768533,291.0209,213,1451,1773,4996,7,24.9,38,2.9,15.4,388,122,4.9,2.15,9.33,2.76,12.09,6,2019
CK 165,CK-6-19,9/18/19,19-Sep,minimal,yes,yes,yes,medium-high,no,36.6,23.22654462,3.344054825,139.0169292,286.9320494,2.064007966,83.41602055,14.6894491,40.91145958,270.0071135,16.92493583,744.2171,186,1321,1677,4763,7.4,23,26,2.5,17.5,354,119,4.9,2.17,10.43,2.24,12.67,6,2019
