sample,field,date,sampling.period,mbc,tillage,irrigation,fertilizer,crop_rotation,residue,cover_crop,clay,gwc,P,K,Mg,Ca,pH,CEC,S,B,Zn,Mn,Fe,Cu,OM,no3.ppm,nh4.ppm,total.N,original.field,year
KS 168,KS-4-19,9/6/19,19-Sep,271.3375,no,no,no,no,none-low,yes,28.6,1.64410058,44,716,985,3638,7.1,16.5,20,1.9,0.9,169,92,3.7,0.99,38.75,1.86,40.61,4,2019
BE 187,BE-3-19,9/11/19,19-Sep,36.9019,no,no,no,yes,none-low,no,30.2,3.935418769,108,1212,1147,4123,6.9,19.4,23,2,4.5,365,102,4.8,1.42,9.42,1.88,11.3,3,2019
BE 188,BE-3-19,9/11/19,19-Sep,56.4382,no,no,no,yes,none-low,no,30.2,4.225352113,93,1158,1264,4545,6.6,21.7,16,2.2,3.7,441,98,4.9,1.23,12.88,2.92,15.8,3,2019
BE 189,BE-3-19,9/11/19,19-Sep,199.7044,no,no,no,yes,none-low,no,30.2,3.862212944,104,1455,1304,4646,6.6,23.7,24,2.5,4.4,447,98,4.9,1.41,21.49,5.6,27.09,3,2019
BE 190,BE-4-19,9/11/19,19-Sep,418.9451,no,yes,no,yes,none-low,no,28.1,17.7727784,88,1337,1499,5175,7.5,22.5,24,4.3,6.5,407,88,5.9,1.53,3.15,2.37,5.52,4,2019
BE 191,BE-4-19,9/11/19,19-Sep,492.7489,no,yes,no,yes,none-low,no,28.1,14.86946652,87,1419,1310,4550,8,20.7,20,3.3,4.1,355,68,5.2,1.44,4.29,0.82,5.11,4,2019
BE 192,BE-4-19,9/11/19,19-Sep,395.0674,no,yes,no,yes,none-low,no,28.1,18.14006889,108,1055,1192,4029,7.5,18.8,18,3.1,4.6,308,65,4.2,1.58,3.54,1.46,5,4,2019
BS 193,BS-3-19,9/11/19,19-Sep,212.7286,no,yes,no,yes,medium-high,yes,34.1,6.808943089,62,1834,1572,6464,8.1,28.3,22,4.2,5.2,295,73,6,1.56,8.97,3.94,12.91,3,2019
BS 194,BS-3-19,9/11/19,19-Sep,56.4382,no,yes,no,yes,medium-high,yes,34.1,8.958333333,29,1359,1655,6215,8.2,26.6,31,4.2,3.3,281,81,5.6,1.41,21.64,1.72,23.36,3,2019
BS 195,BS-3-19,9/11/19,19-Sep,134.5834,no,yes,no,yes,medium-high,yes,34.1,12.12789416,29,1607,1319,4875,8,22.1,20,3.2,4.5,233,66,4.8,1.44,7.61,1.57,9.18,3,2019
BS 196,BS-4-19,9/11/19,19-Sep,13.0242,no,yes,no,yes,medium-high,no,34.1,6.540084388,33,1537,1548,5670,8,25,17,4,3.7,275,71,5,1.61,5.12,3.32,8.44,4,2019
BS 197,BS-4-19,9/11/19,19-Sep,21.707,no,yes,no,yes,medium-high,no,34.1,10.19736842,20,1309,1896,6245,8.2,28,18,4.6,4.2,301,75,5.9,1.41,1.02,1.91,2.93,4,2019
BS 198,BS-4-19,9/11/19,19-Sep,180.1681,no,yes,no,yes,medium-high,no,34.1,11.86790506,20,1127,1786,5755,8.2,26.1,18,4.1,3.8,294,74,5.6,1.39,1.59,2.43,4.02,4,2019
EE 199,EE-3-19,9/11/19,19-Sep,21.707,no,no,no,yes,none-low,no,30.2,3.983228512,75,1256,1216,3776,6.1,19.7,33,1.6,1.8,379,104,3.9,1.14,50.67,4.05,54.72,3,2019
EE 200,EE-3-19,9/11/19,19-Sep,10.8535,no,no,no,yes,none-low,no,30.2,4.091816367,69,1209,1189,3981,6.5,19.7,25,1.7,1.9,350,94,3.7,1.25,30.63,3.1,33.73,3,2019
EE 201,EE-3-19,9/11/19,19-Sep,82.4866,no,no,no,yes,none-low,no,30.2,4.623115578,73,1079,1168,3786,6.2,20.1,27,1.4,4.5,333,103,5.1,1.2,10.41,2.86,13.27,3,2019
EE 202,EE-4-19,9/11/19,19-Sep,134.5834,no,yes,yes,yes,none-low,no,13.7,8.41025641,55,966,1626,7128,8.3,28.2,24,4.5,5.1,275,69,5.6,1.29,8.28,2.19,10.47,4,2019
EE 203,EE-4-19,9/11/19,19-Sep,91.1694,no,yes,yes,yes,none-low,no,13.7,10.46255507,53,1042,1622,5132,7.5,23.7,18,3.1,2.4,252,71,4.7,1.43,3.76,1.69,5.45,4,2019
EE 204,EE-4-19,9/11/19,19-Sep,60.7796,no,yes,yes,yes,none-low,no,13.7,8.622502629,60,1333,1732,5687,7.6,25.9,27,3.6,2.8,288,67,5.2,1.21,11.66,2.37,14.03,4,2019
GM 205,GM-1-19,9/11/19,19-Sep,97.6815,minimal,yes,yes,yes,none-low,yes,34.1,4.558680892,108,732,1308,2121,8.3,13.3,35,3.9,4.5,135,73,2.1,0.38,2.95,1.55,4.5,1,2019
GM 206,GM-1-19,9/11/19,19-Sep,80.3159,minimal,yes,yes,yes,none-low,yes,34.1,4.49657869,92,643,1465,2333,8.7,14,30,4.8,8.7,119,79,2.1,0.36,1.25,1.06,2.31,1,2019
GM 207,GM-1-19,9/11/19,19-Sep,32.5605,minimal,yes,yes,yes,none-low,yes,34.1,4.98474059,131,608,1257,1865,8.1,11.9,35,3.1,5.4,113,71,1.9,0.31,2.35,1.48,3.83,1,2019
GM 208,GM-2-19,9/11/19,19-Sep,147.6076,yes,no,yes,no,none-low,no,26.1,6.276150628,37,979,492,14344,8.5,41.2,23,3.1,3.8,223,46,4.5,1.01,12.84,4.16,17,2,2019
GM 209,GM-2-19,9/11/19,19-Sep,149.7783,yes,no,yes,no,none-low,no,26.1,4.707112971,38,854,413,11005,8.4,32.7,24,2.8,1.7,205,48,4.1,0.93,27.84,1.56,29.4,2,2019
GM 210,GM-2-19,9/11/19,19-Sep,145.4369,yes,no,yes,no,none-low,no,26.1,4.179408767,37,932,437,11292,8.4,33.6,24,2.8,2.3,223,49,4.2,1.11,17.31,1.86,19.17,2,2019
GM 211,GM-3-19,9/11/19,19-Sep,102.0229,no,no,no,no,none-low,yes,30.2,3.853955375,35,971,402,9853,8.5,29.6,20,2.7,1.7,246,47,4.2,1.02,12.25,1.5,13.75,3,2019
GM 212,GM-3-19,9/11/19,19-Sep,520.968,no,no,no,no,none-low,yes,30.2,4.663212435,34,1025,453,11647,8.4,34.3,21,2.8,6.5,253,49,4.4,1.09,15.54,2.47,18.01,3,2019
GM 213,GM-3-19,9/11/19,19-Sep,56.4382,no,no,no,no,none-low,yes,30.2,4.564315353,33,937,442,11651,8.4,33.8,20,2.8,2.5,224,48,4.4,0.99,9.39,2.24,11.63,3,2019
GM 214,GM-4-19,9/11/19,19-Sep,60.7796,yes,no,no,no,none-low,yes,12,2.755102041,13,420,274,2752,7.8,11,15,0.8,1.6,99,65,1.7,0.25,6.62,0.59,7.21,4,2019
GM 215,GM-4-19,9/11/19,19-Sep,73.8038,yes,no,no,no,none-low,yes,12,1.425661914,21,594,395,3560,7.8,13.7,15,1,2.5,132,74,2.2,0.37,9.08,1.59,10.67,4,2019
GM 216,GM-4-19,9/11/19,19-Sep,-19.5363,yes,no,no,no,none-low,yes,12,1.614434948,14,413,277,2328,7.9,9.1,12,0.7,1,81,69,1.4,0.26,3.8,5.44,9.24,4,2019
CK 157,CK-4-19,9/18/19,19-Sep,266.9961,minimal,yes,yes,yes,medium-high,no,38.6,12.90322581,136,1758,2054,5610,7.3,27.6,40,3.8,12.4,339,77,4.6,2.56,28.22,2.49,30.71,4,2019
CK 158,CK-4-19,9/18/19,19-Sep,58.6089,minimal,yes,yes,yes,medium-high,no,38.6,17.11711712,197,1721,2114,5985,7.4,29.2,41,4.8,14.6,316,86,5.1,2.98,38.96,2.73,41.69,4,2019
CK 159,CK-4-19,9/18/19,19-Sep,434.14,minimal,yes,yes,yes,medium-high,no,38.6,16.83615819,223,1672,2375,6563,7.5,30.8,62,5.2,17.6,375,86,5.7,2.67,65.87,2.52,68.39,4,2019
CK 160,CK-5-19,9/18/19,19-Sep,258.3133,minimal,yes,yes,yes,medium-high,no,42.6,17.59465479,94,1469,1900,5085,7.6,25.3,30,3.4,11.1,408,77,5.4,2.49,14.21,2.04,16.25,5,2019
CK 161,CK-5-19,9/18/19,19-Sep,431.9693,minimal,yes,yes,yes,medium-high,no,42.6,20.0234192,183,1726,2185,5866,7.4,30,44,3.8,16.6,461,81,6,2.78,21.91,2.43,24.34,5,2019
CK 162,CK-5-19,9/18/19,19-Sep,123.7299,minimal,yes,yes,yes,medium-high,no,42.6,21.83770883,126,1866,2080,5573,7.5,27.8,26,3.7,15.6,437,80,6.4,2.62,12.91,3.06,15.97,5,2019
CK 163,CK-6-19,9/18/19,19-Sep,134.5834,minimal,yes,yes,yes,medium-high,no,36.6,18.38407494,128,1493,1758,4852,7.5,24.2,30,2.4,14.4,385,116,5.1,2.18,16.12,1.99,18.11,6,2019
CK 164,CK-6-19,9/18/19,19-Sep,86.828,minimal,yes,yes,yes,medium-high,no,36.6,25,213,1451,1773,4996,7,24.9,38,2.9,15.4,388,122,4.9,2.15,9.33,2.76,12.09,6,2019
CK 165,CK-6-19,9/18/19,19-Sep,340.7999,minimal,yes,yes,yes,medium-high,no,36.6,23.22654462,186,1321,1677,4763,7.4,23,26,2.5,17.5,354,119,4.9,2.17,10.43,2.24,12.67,6,2019
BE 14,BE-1-21,6/23/21,21-Jun,115.0471,no,yes,yes,yes,medium-high,no,34.8,19.28994083,318,1604,1486,5287,7.8,24.1,30,4,8.8,392,100,5.9,1.8,18.5,2.3,20.8,1,2021
BE 176,BE-1-21,6/23/21,21-Jun,247.4598,no,yes,yes,yes,medium-high,no,34.8,20.91656874,191,1472,1487,4823,7.9,22.3,31,3.8,8.1,403,95,5.9,1.62,14.06,1.33,15.39,1,2021
BE 216,BE-1-21,6/23/21,21-Jun,193.1923,no,yes,yes,yes,medium-high,no,34.8,19.68680089,91,1151,1422,4498,7.8,20.9,27,3.5,5.1,388,90,5.8,1.27,11.1,2.07,13.17,1,2021
BE 102,BE-2-21,6/23/21,21-Jun,62.9503,no,no,no,yes,medium-high,no,34.8,11.0864745,231,1445,1453,5132,8.1,22.9,24,4.3,7.8,409,98,6,1.34,9.35,1.9,11.25,2,2021
BE 143,BE-2-21,6/23/21,21-Jun,58.6089,no,no,no,yes,medium-high,no,34.8,11.2078346,252,1366,1389,4962,7.8,22.2,33,3.7,8.3,427,88,5.4,1.35,14.25,2.26,16.51,2,2021
BE 166,BE-2-21,6/23/21,21-Jun,349.4827,no,no,no,yes,medium-high,no,34.8,17.196702,221,1342,1421,5226,7.9,23.3,27,4.3,7.7,400,95,5.9,1.34,10.8,2.04,12.84,2,2021
BH 151,BH-1-21,6/21/21,21-Jun,425.4572,minimal,yes,yes,no,none-low,yes,12.56,3.870292887,333,1164,439,2605,6.8,11.1,28,2.4,9.1,99,125,1.7,0.63,40.72,5.48,46.2,1,2021
BH 37,BH-1-21,6/21/21,21-Jun,104.1936,minimal,yes,yes,no,none-low,yes,12.56,3.707627119,234,999,409,2089,6.8,9.9,27,1.8,6.7,95,107,1.4,0.45,51.44,6.71,58.15,1,2021
BH 46,BH-1-21,6/21/21,21-Jun,54.2675,minimal,yes,yes,no,none-low,yes,12.56,8.387799564,173,775,565,1806,8.1,8.8,25,2.3,6,108,107,1.8,0.3,3.12,1.75,4.87,1,2021
BH 146,BH-2-21,6/21/21,21-Jun,355.9948,minimal,yes,yes,yes,medium-high,yes,16.8,10.61452514,150,1180,746,2950,7.9,14,35,3.9,6.4,138,104,2.4,0.7,9.28,1.33,10.61,2,2021
BH 147,BH-2-21,6/21/21,21-Jun,703.3068,minimal,yes,yes,yes,medium-high,yes,16.8,12.85097192,292,1913,792,3953,8,17.2,60,5.4,13.8,131,110,2.5,0.97,14.63,1.82,16.45,2,2021
BH 45,BH-2-21,6/21/21,21-Jun,586.089,minimal,yes,yes,yes,medium-high,yes,16.8,10.34482759,210,1194,757,3291,8.3,14.4,36,3.9,11.9,143,103,2.4,0.77,13.91,1.58,15.49,2,2021
BH 126,BH-3-21,6/21/21,21-Jun,371.1897,minimal,yes,yes,yes,medium-high,yes,19.48,14.31818182,207,1268,1429,3407,8.3,17.9,33,6.2,3.7,166,117,3,0.59,5.87,1.28,7.15,3,2021
BH 191,BH-3-21,6/21/21,21-Jun,128.0713,minimal,yes,yes,yes,medium-high,yes,19.48,14.93582264,131,940,1530,2355,7.7,15.4,32,6.7,2.8,162,95,2.6,0.6,39.11,2.76,41.87,3,2021
BH 196,BH-3-21,6/21/21,21-Jun,306.0687,minimal,yes,yes,yes,medium-high,yes,19.48,12.98405467,180,1136,1240,2585,8.2,14.6,31,6,2.6,167,104,2.8,0.52,9.14,1.74,10.88,3,2021
BH 144,BH-4-21,6/21/21,21-Jun,82.4866,minimal,yes,yes,no,none-low,yes,29.68,12.60115607,123,1006,1830,14780,8.5,48,61,6.1,1.9,108,65,2.9,0.81,10.41,1.87,12.28,4,2021
BH 54,BH-4-21,6/21/21,21-Jun,123.7299,minimal,yes,yes,no,none-low,yes,29.68,14.72320377,133,1155,1819,14990,8.6,48.6,48,6.2,2.7,114,70,3.2,0.98,11.22,2.36,13.58,4,2021
BH 97,BH-4-21,6/21/21,21-Jun,193.1923,minimal,yes,yes,no,none-low,yes,29.68,9.945355191,178,1096,1555,13220,8.4,43.3,131,5.7,3.5,148,74,3.4,0.75,15.97,2.31,18.28,4,2021
BS 172,BS-1-21,6/23/21,21-Jun,17.3656,no,yes,no,yes,medium-high,yes,32.8,8.813928183,31,1215,1494,5882,7.1,25.1,17,3.8,3.5,381,98,5.9,1.27,4.79,2.63,7.42,1,2021
BS 184,BS-1-21,6/23/21,21-Jun,41.2433,no,yes,no,yes,medium-high,yes,32.8,9.637305699,33,1133,1376,5697,7.9,24,25,3.7,2.9,382,95,5.8,1.25,8.36,2.81,11.17,1,2021
BS 214,BS-1-21,6/23/21,21-Jun,123.7299,no,yes,no,yes,medium-high,yes,32.8,13.45733042,21,1059,1521,5735,8,24.7,13,3.3,2.8,386,98,5.9,1.11,1.38,2.78,4.16,1,2021
BS 185,BS-2-21,6/23/21,21-Jun,10.8535,no,no,no,yes,medium-high,yes,40.76,9.554140127,60,1520,1406,5785,7.6,24.8,27,3.5,3.7,411,102,6,1.25,14.89,2.52,17.41,2,2021
BS 205,BS-2-21,6/23/21,21-Jun,121.5592,no,no,no,yes,medium-high,yes,40.76,12.1040724,38,1149,1295,5384,7.5,23.2,13,2.8,3.5,406,98,5.5,1.23,3.06,2.88,5.94,2,2021
BS 67,BS-2-21,6/23/21,21-Jun,173.656,no,no,no,yes,medium-high,yes,40.76,9.188034188,76,1492,1424,6506,7.8,26.6,18,4.2,4.1,416,99,6.5,1.72,5.43,2.78,8.21,2,2021
BT 169,BT-1-21,6/25/21,21-Jun,314.7515,no,yes,yes,no,none-low,yes,32.84,10.18826135,187,1054,1851,5706,8.4,25.3,40,7.8,5.2,263,109,4.4,1.02,16.03,3.7,19.73,1,2021
BT 62,BT-1-21,6/25/21,21-Jun,238.777,no,yes,yes,no,none-low,yes,32.84,11.32478632,286,1203,1767,5949,8.5,25.7,35,7.3,6.5,235,108,3.9,0.94,10.2,1.48,11.68,1,2021
BT 63,BT-1-21,6/25/21,21-Jun,288.7031,no,yes,yes,no,none-low,yes,32.84,13.32599119,202,1084,1930,5534,8.6,25.2,31,7.2,5.7,243,107,4.1,0.96,6.92,1.75,8.67,1,2021
BT 215,BT-2-21,6/25/21,21-Jun,82.4866,no,yes,yes,yes,medium-high,yes,18.72,8.390243902,97,747,1011,2580,8.2,12.9,21,3.5,4.3,96,90,2.1,0.52,3.6,2.11,5.71,2,2021
BT 66,BT-2-21,6/25/21,21-Jun,160.6318,no,yes,yes,yes,medium-high,yes,18.72,8.158995816,150,929,976,3372,8.3,15,25,4.1,5.4,116,86,2.2,0.56,8.17,1.56,9.73,2,2021
BT 69,BT-2-21,6/25/21,21-Jun,125.9006,no,yes,yes,yes,medium-high,yes,18.72,9.299781182,91,732,1055,4267,8.4,16.9,26,3.4,4.1,107,79,2.2,0.47,4.06,2.17,6.23,2,2021
BT 207,BT-3-21,6/25/21,21-Jun,58.6089,no,no,yes,yes,medium-high,yes,20.44,6.659836066,108,1094,955,3086,8.1,14.8,11,3.3,2.5,216,89,3.1,0.62,4.36,2.1,6.46,3,2021
BT 210,BT-3-21,6/25/21,21-Jun,186.6802,no,no,yes,yes,medium-high,yes,20.44,6.618407446,112,1093,878,2871,7.9,13.9,15,3.1,2.9,197,89,2.8,0.56,7.03,1.87,8.9,3,2021
BT 217,BT-3-21,6/25/21,21-Jun,45.5847,no,no,yes,yes,medium-high,yes,20.44,6.461864407,136,1076,944,2942,7.9,14.3,16,2.7,3.3,202,95,2.9,0.61,12.87,2.68,15.55,3,2021
CP 149,CP-1-21,6/24/21,21-Jun,204.0458,yes,no,no,no,none-low,no,37.56,13.73873874,29,1357,520,9238,8.2,29.1,20,3.2,1,389,65,5.6,1.33,7.92,1.6,9.52,1,2021
CP 56,CP-1-21,6/24/21,21-Jun,41.2433,yes,no,no,no,none-low,no,37.56,9.935205184,52,1473,654,7588,8.1,26.1,33,3.2,1.5,387,85,5.6,1.47,2.44,1.69,4.13,1,2021
CP 59,CP-1-21,6/24/21,21-Jun,191.0216,yes,no,no,no,none-low,no,37.56,14.07322654,46,1373,530,11010,8.3,33.6,19,3.2,1.6,404,68,6,1.46,7.76,1.32,9.08,1,2021
CP 29,CP-2-21,6/24/21,21-Jun,80.3159,yes,no,no,no,none-low,no,33.72,7.982740022,24,798,456,6581,8.3,21.5,18,2.8,1.2,267,85,5.5,0.92,7.1,1.29,8.39,2,2021
CP 31,CP-2-21,6/24/21,21-Jun,123.7299,yes,no,no,no,none-low,no,33.72,12.85231116,26,925,427,7604,8.3,24.1,14,3,1,275,81,5.5,0.96,2.07,1.51,3.58,2,2021
CP 32,CP-2-21,6/24/21,21-Jun,110.7057,yes,no,no,no,none-low,no,33.72,9.269356598,18,885,427,8600,8.4,26.5,18,3.4,0.8,268,73,5.3,1.01,6.39,1.27,7.66,2,2021
CP 199,CP-3-21,6/24/21,21-Jun,227.9235,yes,no,no,no,none-low,no,31.84,13.3037694,20,826,412,13930,8.4,39.7,19,2.7,0.8,201,58,4.6,1,3.42,1.41,4.83,3,2021
CP 200,CP-3-21,6/24/21,21-Jun,84.6573,yes,no,no,no,none-low,no,31.84,11.86813187,13,764,386,10710,8.4,31.4,18,2.8,0.7,225,61,4.8,0.94,4.71,1.13,5.84,3,2021
CP 58,CP-3-21,6/24/21,21-Jun,204.0458,yes,no,no,no,none-low,no,31.84,13.34056399,22,917,436,11330,8.3,33.4,18,3,1,235,67,4.8,0.96,2.36,1.72,4.08,3,2021
JA 3,JA-1-21,6/28/21,21-Jun,13.0242,yes,no,yes,yes,none-low,no,12,11.64529915,46,459,246,2394,8,9.3,13,1,0.6,66,93,1.2,0.28,1.15,0.8,1.95,1,2021
JA 85,JA-1-21,6/28/21,21-Jun,41.2433,yes,no,yes,yes,none-low,no,12,12.47216036,54,467,250,2530,8.3,9.3,14,1,1.2,75,103,2.4,0.25,0.32,0.58,0.9,1,2021
JA 86,JA-1-21,6/28/21,21-Jun,47.7554,yes,no,yes,yes,none-low,no,12,15.57017544,53,533,301,3103,8.3,11,13,1.3,0.8,87,102,1.7,0.33,0.83,0.52,1.35,1,2021
JA 114,JA-2-21,6/28/21,21-Jun,316.9222,no,yes,yes,no,medium-high,yes,11.84,13.53211009,135,914,678,2673,8,12.1,74,3.8,5.2,92,103,1.9,0.63,25.01,1.5,26.51,2,2021
JA 94,JA-2-21,6/28/21,21-Jun,373.3604,no,yes,yes,no,medium-high,yes,11.84,10.66666667,100,1202,544,2672,8.2,11.8,31,3.4,9.3,89,95,2,0.63,17.31,2.77,20.08,2,2021
JA 95,JA-2-21,6/28/21,21-Jun,102.0229,no,yes,yes,no,medium-high,yes,11.84,11.38975967,69,595,490,1616,8.2,7.8,19,2,3.2,65,92,1.2,0.31,1.79,0.77,2.56,2,2021
JA 113,JA-3-21,6/28/21,21-Jun,149.7783,minimal,no,yes,no,none-low,no,11.64,12.05597417,132,1232,606,2935,8.4,12.3,17,2.9,11.7,85,112,2.2,0.5,6.98,1.26,8.24,3,2021
JA 57,JA-3-21,6/28/21,21-Jun,119.3885,minimal,no,yes,no,none-low,no,11.64,10.23454158,51,646,481,1671,8.1,7.9,17,2.3,3.2,70,101,1.5,0.37,1.59,1.19,2.78,3,2021
JA 60,JA-3-21,6/28/21,21-Jun,492.7489,minimal,no,yes,no,none-low,no,11.64,9.371554576,105,960,517,1785,8,9.1,16,2.3,6.1,76,104,1.6,0.43,13.94,2.12,16.06,3,2021
JB 129,JB-1-21,6/24/21,21-Jun,119.3885,no,yes,no,yes,medium-high,yes,18.16,4.885654886,100,1207,1786,3106,8.1,18.2,32,5.2,2.7,172,84,3.2,0.72,12.74,1.32,14.06,1,2021
JB 168,JB-1-21,6/24/21,21-Jun,,no,yes,no,yes,medium-high,yes,18.16,4.0625,116,1168,1891,4839,8.5,22.9,34,6.2,2.7,146,83,2.9,0.82,9.09,0.9,9.99,1,2021
JB 180,JB-1-21,6/24/21,21-Jun,156.2904,no,yes,no,yes,medium-high,yes,18.16,5.696202532,91,907,1851,2849,8.4,17.4,26,5.3,2.3,143,85,2.8,0.59,4.27,0.99,5.26,1,2021
JB 121,JB-2-21,6/24/21,21-Jun,30.3898,minimal,yes,no,no,none-low,yes,16.24,3.298969072,63,551,981,6545,8.5,22.6,143,3.2,1.9,119,83,2.2,0.43,0.07,1.9,1.97,2,2021
JB 167,JB-2-21,6/24/21,21-Jun,6.5121,minimal,yes,no,no,none-low,yes,16.24,3.268641471,51,505,954,6415,8.5,22.6,198,2.6,1.5,112,76,2.2,0.42,1.06,1.44,2.5,2,2021
JB 53,JB-2-21,6/24/21,21-Jun,39.0726,minimal,yes,no,no,none-low,yes,16.24,7.403433476,43,612,1358,3303,8.4,17,474,3.9,1.5,136,102,2.2,0.37,0.06,1.19,1.25,2,2021
JB 122,JB-3-21,6/24/21,21-Jun,2.1707,yes,no,no,no,none-low,yes,10.56,5.567226891,21,437,535,2735,7.8,10.9,18,1.2,0.8,89,80,1.6,0.29,2.42,1.79,4.21,3,2021
JB 130,JB-3-21,6/24/21,21-Jun,65.121,yes,no,no,no,none-low,yes,10.56,5.246589717,15,443,532,2511,7.9,10.7,10,1.1,0.6,106,82,1.6,0.27,0.47,1.36,1.83,3,2021
JB 179,JB-3-21,6/24/21,21-Jun,26.0484,yes,no,no,no,none-low,yes,10.56,5.462184874,13,382,485,2378,7.6,9.7,9,1.1,0.6,91,76,1.6,0.29,0.94,1.85,2.79,3,2021
JH 212,JH-1-21,6/28/21,21-Jun,97.6815,yes,no,no,no,none-low,yes,14.12,6.68824164,35,645,279,4564,8.1,14.7,15,1.2,1,108,86,2.1,0.54,3.7,0.44,4.14,1,2021
JH 213,JH-1-21,6/28/21,21-Jun,342.9706,yes,no,no,no,none-low,yes,14.12,9.460946095,38,703,380,2822,7.1,11.6,12,1.1,0.7,90,93,1.6,0.53,2.74,0.96,3.7,1,2021
JH 61,JH-1-21,6/28/21,21-Jun,28.2191,yes,no,no,no,none-low,yes,14.12,6.645230439,25,642,345,2569,7.6,10.8,15,1.1,0.9,91,96,1.7,0.43,3.25,0.37,3.62,1,2021
JK 142,JK-1-21,6/29/21,21-Jun,110.7057,no,yes,yes,no,medium-high,yes,21.76,12.10810811,429,1118,532,3555,7.9,13.8,24,2.7,7.9,141,90,2,0.62,3.59,3.41,7,1,2021
JK 209,JK-1-21,6/29/21,21-Jun,390.726,no,yes,yes,no,medium-high,yes,21.76,12.80683031,336,1430,791,3960,7.9,16.7,29,4.2,9.4,181,104,3.1,0.69,2.96,1.86,4.82,1,2021
JK 65,JK-1-21,6/29/21,21-Jun,425.4572,no,yes,yes,no,medium-high,yes,21.76,14.50892857,618,1564,782,4889,8,19.2,26,3.8,12.9,207,98,3.4,0.84,1.71,1.67,3.38,1,2021
JK 104,JK-2-21,6/29/21,21-Jun,130.242,no,yes,yes,no,medium-high,yes,21.88,13.40782123,270,1378,2106,3307,8.6,20.8,128,8.6,3.9,293,144,4.2,0.67,15.78,1.89,17.67,2,2021
JK 139,JK-2-21,6/29/21,21-Jun,349.4827,no,yes,yes,no,medium-high,yes,21.88,13.03890641,316,1446,1944,3588,8.6,20.7,66,7.7,4.4,287,136,3.7,0.7,9.84,1.07,10.91,2,2021
JK 17,JK-2-21,6/29/21,21-Jun,167.1439,no,yes,yes,no,medium-high,yes,21.88,13.19290466,262,1493,1606,3223,8.5,18.2,35,7.7,4.7,242,131,3.4,0.61,8.98,1.9,10.88,2,2021
JK 11,JK-3-21,6/29/21,21-Jun,284.3617,no,yes,yes,no,medium-high,yes,23.64,16.81715576,295,1821,1153,3427,8,17.5,33,4.9,3.8,250,120,3.8,0.8,10.07,1.15,11.22,3,2021
JK 110,JK-3-21,6/29/21,21-Jun,149.7783,no,yes,yes,no,medium-high,yes,23.64,17.17647059,185,1404,1534,3801,8.4,19.3,78,8.5,3.5,241,118,4.1,0.65,11.55,1.35,12.9,3,2021
JK 111,JK-3-21,6/29/21,21-Jun,199.7044,no,yes,yes,no,medium-high,yes,23.64,15.52419355,221,1384,830,2799,7.8,14,30,3.2,3.1,193,103,3,0.74,5.97,1.48,7.45,3,2021
JK 4,JK-4-21,6/29/21,21-Jun,306.0687,no,no,yes,no,medium-high,yes,33.72,17.82762692,351,1949,1572,4684,7.9,23.3,29,4.3,9.1,388,134,4.6,0.95,10.3,1.69,11.99,4,2021
JK 40,JK-4-21,6/29/21,21-Jun,52.0968,no,no,yes,no,medium-high,yes,33.72,18.22485207,343,1823,1109,3784,7.2,19.3,24,3.3,4.5,312,128,3.5,1,9.5,2.27,11.77,4,2021
JK 7,JK-4-21,6/29/21,21-Jun,301.7273,no,no,yes,no,medium-high,yes,33.72,18.7027027,362,1956,1436,4319,7.9,21.4,25,4.3,5.6,376,130,4.3,0.86,10.43,1.51,11.94,4,2021
JK 231,JK-5-21,6/30/21,21-Jun,421.1158,no,yes,yes,no,medium-high,yes,27.72,15.91657519,382,1790,1171,7284,8.2,27.5,32,5.3,3.5,263,95,4.5,1.23,17.7,1.77,19.47,5,2021
JK 232,JK-5-21,6/30/21,21-Jun,507.9438,no,yes,yes,no,medium-high,yes,27.72,16.15120275,461,1832,1295,6589,8.2,26.3,27,5.9,3.7,301,102,4.6,1.12,9.5,1.41,10.91,5,2021
JK 233,JK-5-21,6/30/21,21-Jun,347.312,no,yes,yes,no,medium-high,yes,27.72,16.74528302,413,1828,1553,4916,7.8,23.2,28,4.8,3.8,331,103,4.7,1.04,11.23,1.36,12.59,5,2021
JK 155,JK-6-21,6/30/21,21-Jun,518.7973,yes,yes,yes,no,medium-high,yes,23.88,13.28125,252,1301,1465,2944,8.3,17,24,6.6,4.4,217,99,2.9,0.84,7.38,2.12,9.5,6,2021
JK 177,JK-6-21,6/30/21,21-Jun,468.8712,yes,yes,yes,no,medium-high,yes,23.88,12.51360174,294,1378,1443,3312,7.9,17.9,28,6.1,4.9,253,103,3.3,0.84,11.68,1.59,13.27,6,2021
JK 28,JK-6-21,6/30/21,21-Jun,397.2381,yes,yes,yes,no,medium-high,yes,23.88,13.58885017,360,1718,1498,3367,8.3,18.4,30,7.8,6.4,238,107,3.2,0.85,7.14,4.02,11.16,6,2021
JS 123,JS-1-21,6/28/21,21-Jun,275.6789,yes,no,no,no,none-low,no,18.12,13.11004785,46,774,301,8001,8.3,24,29,1.8,0.8,131,64,2.3,0.62,4.6,0.51,5.11,1,2021
JS 170,JS-1-21,6/28/21,21-Jun,104.1936,yes,no,no,no,none-low,no,18.12,12.24719101,38,594,288,8535,8.1,25,19,1.6,0.7,127,58,2.3,0.53,5.86,0.79,6.65,1,2021
